ClientIP,RequestCountByIP,AverageBytesByIP,Hour,Anomaly
85.36.23.150,1,2354.0,3.0,Normal
85.38.144.101,1,1173.0,21.0,Normal
85.40.1.251,1,6783.0,17.0,Normal
85.48.42.250,1,4047.0,20.0,Normal
85.48.75.207,1,3442.0,0.0,Normal
85.50.170.31,1,5313.0,14.0,Normal
85.52.79.36,1,4070.0,21.0,Normal
85.58.46.215,1,3946.0,14.0,Normal
85.60.58.230,1,2951.0,5.0,Normal
85.69.43.65,2,902.0,3.0,Anomaly
85.69.73.88,1,4911.0,0.0,Normal
85.74.119.58,1,3945.0,20.0,Normal
85.76.14.57,1,3620.0,0.0,Normal
85.77.210.233,1,2779.0,3.0,Normal
85.79.164.73,1,4037.0,21.0,Normal
85.81.229.107,1,3761.0,15.0,Normal
85.82.134.24,1,4287.0,18.0,Normal
85.82.199.81,1,3911.0,14.0,Normal
85.95.24.87,1,3914.0,22.0,Normal
851d:1415:db2c:5e27:11bd:bbed:e821:5cd,1,4991.0,21.0,Normal
8522:8d82:4ac:3b8f:894d:188d:e9:35f1,1,3204.0,19.0,Normal
8531:8bed:74f1:f3d5:d5b4:accb:1cdb:bd15,1,4099.0,0.0,Normal
853a:5fe1:c720:f4a6:e19b:f995:2ba4:c908,1,4387.0,21.0,Normal
854a:4270:dc96:b848:d2c0:bbc4:55df:27e8,1,3923.0,21.0,Normal
8555:6:9319:90bb:1cdf:6b40:6619:e446,1,3455.0,18.0,Normal
8558:55b5:716b:6699:8866:2882:706b:7690,1,3466.0,18.0,Normal
8559:8ea0:9294:2dce:71be:fd0a:ffbd:ba23,1,3438.0,3.0,Normal
855c:1027:2547:246d:4e1f:285c:f041:a34,1,5042.0,15.0,Normal
8560:4e74:b37f:cbfb:9001:f37f:d03e:b5b,1,4069.0,19.0,Normal
8567:c541:84db:8b31:5862:a97:4e50:44d8,1,3937.0,15.0,Normal
8584:7209:cb48:b62b:d819:a9a6:6713:8b71,1,6392.0,16.0,Normal
8585:6db4:be9b:dbb9:eb30:5026:744b:29c7,1,4309.0,22.0,Normal
858c:93b4:835e:95d9:bfbe:e34c:e8f8:2219,1,2809.0,21.0,Normal
858e:1ab6:e1a4:349c:a7e4:a9b2:c35f:7ed5,1,4073.0,10.0,Normal
8591:74fc:79a3:834d:1712:9f95:649d:608f,1,4109.0,16.0,Normal
8597:e49a:ce9a:2f8b:cccf:ec:253e:397e,1,5343.0,2.0,Normal
8599:d91:92ea:e73a:4fd4:8d7c:ba90:85f2,1,3450.0,14.0,Normal
859a:8ea4:aaf8:2b35:1fc7:48e4:9aac:11e9,1,2834.0,20.0,Normal
859b:8584:f02a:e991:1e6d:5d9c:393f:3354,1,4129.0,17.0,Normal
859b:fa64:24ab:90b6:c13d:6208:a48:f8ea,1,2959.0,11.0,Normal
859d:e24a:916a:b6e8:42bb:a44a:e263:b165,1,3425.0,8.0,Normal
859f:7c66:af9e:43e:431c:e482:7163:9deb,1,4248.0,6.0,Normal
85a2:365:af92:d8ee:4455:da25:73db:5554,1,3451.0,20.0,Normal
85a6:fe6b:3111:32e6:b808:38a5:57d9:c26d,1,3944.0,21.0,Normal
85bc:516f:9808:97a4:1247:5b35:2ff9:684f,1,2639.0,23.0,Normal
85c9:cd5b:df1b:11aa:bf2e:3e8a:fc0f:efa,1,2383.0,13.0,Normal
85ce:8927:abcc:ebc:67c1:3bb7:81f6:5188,1,4083.0,18.0,Normal
85d7:c03b:3a86:33ca:3540:ef3d:ae12:3068,1,3756.0,11.0,Normal
85da:a219:d90:2e6d:d0a7:e9eb:1510:aa0f,1,3312.0,15.0,Normal
85f1:4f49:713d:500c:1b95:c232:d5ec:266a,1,3948.0,14.0,Normal
86.107.143.128,1,4578.0,12.0,Normal
86.121.110.120,1,1007.0,13.0,Normal
86.125.7.227,1,3458.0,21.0,Normal
86.132.177.9,1,3946.0,21.0,Normal
86.138.233.99,1,4018.0,20.0,Normal
86.141.93.88,1,5157.0,16.0,Normal
86.142.253.199,1,20932.0,5.0,Anomaly
86.15.255.171,1,2787.0,16.0,Normal
86.152.108.196,1,5758.0,13.0,Normal
86.152.70.169,1,2900.0,1.0,Normal
86.157.245.244,1,4092.0,10.0,Normal
86.160.241.237,1,4124.0,15.0,Normal
86.165.224.121,1,5311.0,11.0,Normal
86.165.249.64,1,6491.0,18.0,Normal
86.174.39.243,1,3326.0,7.0,Normal
86.181.86.153,1,3709.0,8.0,Normal
86.185.76.0,1,3415.0,6.0,Normal
86.186.229.47,1,4298.0,11.0,Normal
86.194.94.135,1,3416.0,9.0,Normal
86.196.237.151,1,2805.0,16.0,Normal
86.198.242.255,1,3238.0,19.0,Normal
86.20.157.237,1,3922.0,14.0,Normal
86.202.75.175,1,3459.0,13.0,Normal
86.204.213.112,1,3440.0,1.0,Normal
86.209.28.115,1,3767.0,0.0,Normal
86.213.223.163,1,2784.0,17.0,Normal
86.22.64.68,1,2902.0,17.0,Normal
86.220.239.137,1,2293.0,19.0,Normal
86.224.242.159,1,2780.0,13.0,Normal
86.226.29.51,1,3433.0,1.0,Normal
86.228.17.44,1,4083.0,12.0,Normal
86.231.39.86,1,3440.0,23.0,Normal
86.238.168.106,1,4042.0,1.0,Normal
86.238.78.215,1,3917.0,2.0,Normal
86.240.146.8,1,2805.0,17.0,Normal
86.244.41.201,1,3915.0,18.0,Normal
86.248.104.152,1,4048.0,19.0,Normal
86.248.156.68,84,6222.380952380952,15.833333333333334,Anomaly
86.248.235.177,1,11875.0,19.0,Anomaly
86.29.90.69,1,3921.0,5.0,Normal
86.34.193.185,1,4243.0,0.0,Normal
86.4.159.242,2,3370.5,21.0,Anomaly
86.58.244.130,1,5419.0,12.0,Normal
86.6.69.109,2,3487.5,22.0,Anomaly
86.60.75.226,1,3511.0,16.0,Normal
86.61.216.209,1,3203.0,14.0,Normal
86.63.128.184,1,4124.0,22.0,Normal
86.64.109.49,2,3251.5,1.5,Anomaly
86.64.121.164,1,3442.0,20.0,Normal
86.68.251.198,1,6761.0,13.0,Normal
86.78.147.15,1,3395.0,1.0,Normal
86.8.131.225,1,3947.0,14.0,Normal
86.90.168.201,8,3582.375,16.5,Anomaly
86.91.24.205,1,3443.0,1.0,Normal
86.99.114.140,1,4079.0,1.0,Normal
8636:75cc:7afe:a274:76e7:70b0:c047:3829,1,3451.0,20.0,Normal
8637:41d0:1cb0:df18:cc90:f9df:de3b:8975,1,3451.0,10.0,Normal
8638:e4c8:2dff:cc00:dac6:99b0:52e0:9b98,1,4047.0,1.0,Normal
8640:43c5:69fd:e6d1:9070:c931:3ac2:4e2,1,4209.0,2.0,Normal
865d:23d8:2318:4cc9:4d97:ba04:aa11:8555,1,4096.0,14.0,Normal
8665:3f63:3dbd:5782:5ea2:617b:4d0e:3ac3,1,3864.0,13.0,Normal
866f:16fe:b711:2664:efcf:b737:7cdb:4a42,1,5131.0,15.0,Normal
8673:d2f3:fffb:e934:b6ff:4f91:a095:ebfc,1,3438.0,19.0,Normal
868:4ce5:722e:ce2c:57ca:512:7ec5:a077,1,6057.0,14.0,Normal
869a:5dc5:d8a8:60e6:909f:371b:51cc:48a6,1,3460.0,1.0,Normal
86ab:ceb0:ab29:9b59:2de0:7474:3514:ebf0,1,3442.0,18.0,Normal
86c3:b552:205e:c51b:440c:bfa7:608b:7d11,1,3447.0,3.0,Normal
86ce:44dd:eefb:b061:c93:96db:59a8:5176,1,3392.0,2.0,Normal
86cf:2a56:b77f:8556:3d3:f9b4:56e1:3e38,1,3938.0,14.0,Normal
86d7:978b:9743:e171:e27f:3737:e9ae:ed5b,1,3471.0,21.0,Normal
86d:8f1f:ee15:486:795a:8504:69cb:7c0f,1,4067.0,15.0,Normal
86da:cc4f:8226:b143:e5c1:5063:642c:5267,1,4101.0,21.0,Normal
86db:6b4a:e5ab:4698:762a:c17d:6032:da15,1,3537.0,21.0,Normal
86e3:5f77:48b5:8f9b:5de5:752c:fd3d:4cde,1,4065.0,10.0,Normal
86f9:53d7:ecf3:7106:9f79:41c3:2a60:d4d9,1,4109.0,0.0,Normal
87.0.29.170,1,4070.0,13.0,Normal
87.0.32.78,1,2711.0,1.0,Normal
87.1.166.166,1,4092.0,23.0,Normal
87.101.247.124,1,4080.0,2.0,Normal
87.11.30.158,1,5130.0,11.0,Normal
87.122.128.213,1,3385.0,21.0,Normal
87.122.30.128,1,5170.0,17.0,Normal
87.123.123.86,1,3901.0,22.0,Normal
87.133.240.232,1,3484.0,13.0,Normal
87.134.167.206,1,4043.0,0.0,Normal
87.136.237.75,1,4098.0,13.0,Normal
87.138.109.111,1,3917.0,15.0,Normal
87.138.208.145,1,4714.0,17.0,Normal
87.142.198.194,1,4061.0,16.0,Normal
87.145.234.206,1,3183.0,20.0,Normal
87.156.131.10,1,4109.0,22.0,Normal
87.157.228.172,1,3447.0,14.0,Normal
87.159.167.152,1,3412.0,14.0,Normal
87.163.37.13,1,3497.0,16.0,Normal
87.167.170.83,1,4061.0,2.0,Normal
87.168.83.165,1,3384.0,23.0,Normal
87.179.78.189,1,6343.0,17.0,Normal
87.201.235.240,1,4043.0,17.0,Normal
87.205.151.179,2,4830.5,21.0,Anomaly
87.205.246.237,4,19746.25,11.25,Anomaly
87.212.157.3,1,4873.0,19.0,Normal
87.22.141.108,1,4025.0,15.0,Normal
87.230.96.203,1,3277.0,22.0,Normal
87.233.67.239,1,4066.0,20.0,Normal
87.241.68.99,1,3416.0,0.0,Normal
87.244.210.77,1,2799.0,1.0,Normal
87.245.172.138,1,3519.0,0.0,Normal
87.25.20.118,1,3928.0,22.0,Normal
87.25.61.212,1,3416.0,19.0,Normal
87.26.33.250,1,4045.0,23.0,Normal
87.28.118.161,1,3439.0,20.0,Normal
87.38.151.157,1,5235.0,22.0,Normal
87.4.131.76,1,7320.0,12.0,Anomaly
87.43.249.197,1,3216.0,11.0,Normal
87.44.127.19,1,4094.0,15.0,Normal
87.50.64.213,1,3332.0,21.0,Normal
87.50.72.7,1,4186.0,19.0,Normal
87.52.120.253,1,2779.0,21.0,Normal
87.52.163.152,1,3448.0,2.0,Normal
87.53.71.174,1,2364.0,15.0,Normal
87.54.209.17,1,4598.0,17.0,Normal
87.55.89.225,1,3917.0,19.0,Normal
87.56.147.249,1,2897.0,12.0,Normal
87.58.21.127,1,4089.0,13.0,Normal
87.67.139.235,1,3423.0,21.0,Normal
87.69.110.100,1,2786.0,14.0,Normal
87.71.83.67,1,3894.0,16.0,Normal
87.81.213.7,1,4135.0,21.0,Normal
87.86.242.165,1,4074.0,19.0,Normal
87.9.21.26,1,3414.0,14.0,Normal
87.91.160.226,1,4085.0,21.0,Normal
87.93.8.83,1,5078.0,7.0,Normal
87.95.121.158,1,3887.0,21.0,Normal
87.98.174.72,1,3432.0,11.0,Normal
870:7cfc:2342:fb15:c492:62b8:df5f:24dc,1,3413.0,13.0,Normal
8720:5da1:6273:3070:1734:40d3:e9a1:4246,1,5704.0,9.0,Normal
8726:37a8:e9f8:940b:5030:3760:c397:abf2,1,3425.0,3.0,Normal
872b:8edf:8ae7:571:bf8f:5569:5ba4:e71,1,4167.0,11.0,Normal
8736:4dcc:97eb:8634:b90:a418:d28e:6108,1,2794.0,19.0,Normal
8736:e9b9:95d:6e0f:3dcf:6d69:4ec6:75ca,1,4928.0,14.0,Normal
8747:b3c9:b532:ffe3:704b:d583:9aa4:52f3,1,3940.0,13.0,Normal
874d:26b4:9a90:3a9a:1156:11a7:ee80:b41b,1,5672.0,18.0,Normal
8772:ad4d:cfe6:93aa:648d:1cb4:e2f5:7e8a,1,3541.0,20.0,Normal
8780:b68f:51e9:228c:78ea:2be8:feb5:6143,1,4100.0,17.0,Normal
8789:9819:4f00:396e:e1e6:ba31:240d:1156,1,3438.0,16.0,Normal
8798:7c2d:33ac:e2c9:76f8:fcb4:be44:625b,1,3417.0,11.0,Normal
87a1:46dd:d1f1:8297:d59c:278b:b83a:4efb,1,4091.0,16.0,Normal
87b4:295d:8bc8:cfe6:5cdb:6dd7:84cc:b8a6,1,4041.0,1.0,Normal
87b9:121f:cb8d:1b3d:20db:9d13:2b6f:585c,1,4120.0,21.0,Normal
87b9:bd3d:933:4765:51e5:a958:aba4:45d4,1,4302.0,15.0,Normal
87c0:3179:b7a0:fa42:dd50:1638:21b3:5e72,1,5729.0,15.0,Normal
87cf:4a4a:f09e:f79f:9c75:9eea:ea4a:ea10,1,4104.0,11.0,Normal
87d:b023:10b0:d316:16b6:9445:6795:3226,1,5301.0,23.0,Normal
87d:ddbb:2214:6e0e:c180:383c:cf84:923b,1,6305.0,22.0,Normal
87ea:f968:ec8e:bebf:f4cd:e735:3b11:d3f7,1,4150.0,13.0,Normal
87f5:9e23:b70e:ae15:c46c:e465:759d:b49f,1,3096.0,12.0,Normal
88.0.202.213,1,4082.0,14.0,Normal
88.117.76.166,1,2998.0,22.0,Normal
88.121.172.97,1,3892.0,13.0,Normal
88.143.119.66,1,2779.0,17.0,Normal
88.147.230.38,1,3476.0,19.0,Normal
88.15.93.173,1,3389.0,20.0,Normal
88.156.226.220,1,3415.0,13.0,Normal
88.158.214.157,1,3532.0,12.0,Normal
88.159.187.6,1,3859.0,15.0,Normal
88.16.154.3,1,3437.0,1.0,Normal
88.16.237.189,1,4051.0,12.0,Normal
88.161.132.51,1,3486.0,17.0,Normal
88.166.26.125,1,2803.0,11.0,Normal
88.167.179.225,2,2780.0,15.0,Anomaly
88.168.10.47,1,4045.0,10.0,Normal
88.19.55.66,1,4019.0,16.0,Normal
88.190.191.62,75,6147.96,15.786666666666667,Anomaly
88.21.242.189,1,3455.0,21.0,Normal
88.213.86.213,1,4064.0,12.0,Normal
88.218.155.211,1,2761.0,10.0,Normal
88.225.96.138,1,2413.0,17.0,Normal
88.232.153.208,1,6618.0,22.0,Normal
88.249.217.31,1,6656.0,7.0,Anomaly
88.251.167.239,1,2805.0,15.0,Normal
88.252.17.222,1,4108.0,17.0,Normal
88.40.142.222,1,4059.0,14.0,Normal
88.40.53.243,106,6072.981132075472,13.424528301886792,Anomaly
88.45.166.105,1,3026.0,21.0,Normal
88.47.105.98,1,5079.0,15.0,Normal
88.52.237.237,1,4087.0,21.0,Normal
88.58.177.41,1,3277.0,0.0,Normal
88.69.177.50,1,5192.0,2.0,Normal
88.85.34.12,1,5082.0,7.0,Normal
88.86.67.200,1,4917.0,21.0,Normal
88.92.222.253,1,4090.0,13.0,Normal
88.93.186.101,1,2808.0,0.0,Normal
8802:3a32:39ef:fa71:f8e:8fe9:e891:2541,1,2754.0,19.0,Normal
880f:f37d:e4ba:b317:e4d4:4098:cc8a:6066,1,3755.0,20.0,Normal
8820:d89d:98ab:3523:73df:a009:b373:c7af,1,4536.0,0.0,Normal
8826:f6ee:900e:29c8:b2ad:2d95:24c7:279,1,4063.0,14.0,Normal
882f:41a5:2f73:de4b:6d5c:5944:561f:5273,1,3595.0,0.0,Normal
8830:b9f6:e45e:145:9605:4136:f32b:f550,1,2384.0,1.0,Anomaly
8835:f705:882f:8b2c:b747:c275:9921:c0b6,1,2808.0,16.0,Normal
8837:23c:60c9:5354:4600:8358:af4e:4e25,1,3342.0,19.0,Normal
8839:49ac:78b8:f32f:1084:ecd5:dd63:1ec2,1,2768.0,17.0,Normal
8851:8929:2af8:1b93:b155:abd0:7590:a983,1,3921.0,15.0,Normal
8853:9414:5de2:5197:3455:3a6:7925:d3e6,1,3923.0,15.0,Normal
8855:f89:7cdb:9b99:bb82:2cf3:7785:c8b6,1,3446.0,17.0,Normal
885f:33ba:3d7:7d7b:3fee:ba73:f7e5:dc63,1,2930.0,23.0,Normal
8876:2dfe:99ba:45f4:f3f7:6a4e:d47c:c500,1,3425.0,22.0,Normal
8879:e3ec:e444:a176:67eb:b0da:4590:d95,1,2361.0,17.0,Normal
887a:6e19:30f2:24ed:4f0f:73e7:b124:81b8,1,4077.0,16.0,Normal
8891:4a60:a6f4:3400:3cf:29c4:dfb8:6031,1,4809.0,19.0,Normal
88a3:3ef6:29c0:389a:4b1a:6cd1:17de:26bd,1,3755.0,16.0,Normal
88a8:9770:3aab:cb08:8d1f:92a7:1133:220c,1,4052.0,12.0,Normal
88bc:d88a:f9af:4c1f:9036:5b8:e246:37de,1,3476.0,9.0,Normal
88c4:8042:1c16:3326:3200:da33:d247:e8fb,1,4704.0,13.0,Normal
88c4:c0cf:7e98:8e96:33c3:5c48:2900:4c52,1,3215.0,13.0,Normal
88c8:51a7:30c0:7d7c:960e:88d9:ad49:1414,1,5186.0,13.0,Normal
88ca:6e8a:8a98:c81:4fdf:8ddf:f68f:9fd5,1,5316.0,15.0,Normal
88ce:dd47:b7e:eea1:6a31:6a5e:a819:3d96,1,3843.0,0.0,Normal
88e4:cb1f:38a1:4483:7c4:3b86:88df:8ba8,1,3421.0,10.0,Normal
88e6:be30:3a7d:99dd:3e92:efe9:8919:984d,1,3919.0,15.0,Normal
88f7:6ade:dc5:a798:e70b:1da1:a592:ce25,1,4985.0,22.0,Normal
88fc:5077:b0f4:4184:3976:8a4e:51d4:409e,1,2807.0,19.0,Normal
88fe:a31:fb17:ee96:7cf4:b072:4c87:1e1f,1,3448.0,18.0,Normal
89.101.142.117,1,4046.0,14.0,Normal
89.108.58.103,1,3757.0,0.0,Normal
89.11.177.198,1,4069.0,14.0,Normal
89.11.179.117,1,2779.0,18.0,Normal
89.111.13.121,1,5199.0,13.0,Normal
89.115.218.92,1,3915.0,15.0,Normal
89.118.146.117,1,6585.0,23.0,Anomaly
89.119.158.79,1,4674.0,18.0,Normal
89.12.215.157,1,3435.0,11.0,Normal
89.133.126.130,1,4106.0,14.0,Normal
89.133.221.32,1,3419.0,13.0,Normal
89.14.74.57,1,3465.0,16.0,Normal
89.14.89.247,1,5247.0,6.0,Normal
89.149.77.187,1,3632.0,23.0,Normal
89.168.135.184,1,3465.0,20.0,Normal
89.173.15.208,1,4680.0,16.0,Normal
89.175.251.197,1,4099.0,21.0,Normal
89.176.127.137,1,4066.0,10.0,Normal
89.178.175.139,1,4144.0,13.0,Normal
89.178.239.163,1,4048.0,20.0,Normal
89.186.178.45,1,3442.0,13.0,Normal
89.188.195.59,1,3506.0,14.0,Normal
89.190.237.232,1,5211.0,14.0,Normal
89.194.95.97,1,5544.0,11.0,Normal
89.197.130.32,1,4485.0,2.0,Normal
89.198.179.114,1,3433.0,20.0,Normal
89.217.85.94,1,3777.0,21.0,Normal
89.220.0.61,1,3422.0,21.0,Normal
89.233.12.65,1,5768.0,5.0,Anomaly
89.234.195.136,1,3503.0,20.0,Normal
89.235.147.91,1,3922.0,20.0,Normal
89.235.186.86,1,3939.0,19.0,Normal
89.236.176.154,66,6210.30303030303,13.848484848484848,Anomaly
89.240.61.108,72,6204.333333333333,14.847222222222221,Anomaly
89.242.91.178,1,3536.0,15.0,Normal
89.244.0.89,1,4125.0,0.0,Normal
89.246.141.168,1,6014.0,20.0,Normal
89.27.44.15,1,5214.0,0.0,Normal
89.33.21.230,1,3567.0,19.0,Normal
89.36.245.42,1,3315.0,19.0,Normal
89.4.78.220,2,14572.5,12.5,Anomaly
89.5.105.121,1,4154.0,0.0,Normal
89.53.169.30,1,3412.0,14.0,Normal
89.54.1.101,1,3945.0,11.0,Normal
89.54.83.102,1,4095.0,1.0,Normal
89.59.126.199,1,2898.0,11.0,Normal
89.63.166.30,1,3945.0,21.0,Normal
89.71.2.72,1,5031.0,14.0,Normal
89.76.164.49,1,4043.0,9.0,Normal
89.78.189.84,1,6759.0,4.0,Anomaly
89.84.89.37,1,5484.0,0.0,Anomaly
89.85.94.172,1,4129.0,3.0,Normal
89.87.49.42,1,3415.0,12.0,Normal
89.88.236.180,1,3512.0,17.0,Normal
89.89.186.254,1,3776.0,9.0,Normal
89.89.97.153,1,2803.0,22.0,Normal
89.9.200.16,1,3751.0,21.0,Normal
89.92.150.146,1,3921.0,23.0,Normal
89.93.97.105,1,2354.0,16.0,Normal
89.98.67.150,1,4058.0,18.0,Normal
8902:6be7:7a8d:f416:de60:d1ed:fee8:65eb,1,3454.0,0.0,Normal
8906:59b6:3140:56b8:6e8e:5afa:3ab7:caef,1,3000.0,1.0,Normal
890b:3b66:ecbc:f1a2:23bb:b7e5:3b55:5dba,1,3869.0,15.0,Normal
8927:49a4:9118:4f38:61c8:9acd:4865:e012,1,4297.0,19.0,Normal
892b:9fb7:1f40:5405:6071:af87:bf30:b014,1,3564.0,14.0,Normal
894a:1aae:e406:b849:2088:8fc6:7be2:721b,1,3492.0,12.0,Normal
8950:eb6b:1fc3:552d:f787:3557:8d50:2c1,1,2810.0,10.0,Normal
8969:e9e4:3357:5c13:e4ce:819c:7063:115e,1,2809.0,21.0,Normal
8969:efd3:4dfb:c31:dc92:2ebe:5660:e9ce,1,3455.0,1.0,Normal
897e:c7b1:8af4:9929:483c:af9:53b0:bc90,1,5111.0,19.0,Normal
897f:c6f9:dcf:966f:2db0:2bc:d700:31b6,1,4083.0,13.0,Normal
897f:f43f:a599:552a:65a7:bcb7:3df1:1bad,1,3918.0,20.0,Normal
898a:d56:5736:8560:ec50:2775:30d:4ab2,1,3440.0,19.0,Normal
8997:9c5:c317:6df0:d807:d9a0:7aa0:b4c8,1,8323.0,17.0,Anomaly
8998:a371:22b:b918:c20e:1651:bac3:2c9f,1,4379.0,17.0,Normal
899b:5c4b:fd55:af36:da5:68ee:bc31:66e8,1,4094.0,11.0,Normal
899c:af74:d1bd:419:2aa5:7b32:cbbc:cc27,1,2811.0,22.0,Normal
899d:b0e6:9516:c445:7b27:f382:8671:642c,1,2836.0,10.0,Normal
89a5:6093:211f:4c11:357a:8f23:8efc:34c7,1,6372.0,18.0,Normal
89ac:72fa:1d7b:67f6:2086:e3cd:7123:289e,1,3460.0,12.0,Normal
89ae:6a7a:db63:26ee:3ec1:d29c:9e88:27d3,1,3541.0,22.0,Normal
89b1:e754:b0ef:f495:e44:6e6f:ec47:ef48,1,3471.0,22.0,Normal
89b8:403c:b7d7:4ab:5c5e:d958:bff5:fd3e,1,2806.0,14.0,Normal
89c2:6a47:8bc1:a004:974c:890d:f53d:1fe1,1,3977.0,0.0,Normal
89d0:2226:d497:297e:bce9:85be:1d7d:2cbe,1,5677.0,0.0,Anomaly
89d3:f0c0:1c00:b0e:93e4:fb51:285:fd5b,1,3757.0,12.0,Normal
89e3:5485:d0ca:3e25:d53c:9734:c687:96b3,1,3524.0,20.0,Normal
89ea:e861:c519:f7c0:e6c2:6194:6cac:e36a,1,2812.0,14.0,Normal
89ef:7ace:14c5:4154:360b:5327:9ba8:15f0,1,4092.0,22.0,Normal
89f4:13b6:b8e3:f75:2cf8:71b4:2677:9e27,1,3451.0,8.0,Normal
89f8:f88c:dec0:bdb6:58f2:9dcb:656d:207,1,2361.0,19.0,Normal
89f:2d87:8211:8494:e222:429c:8b82:3e31,1,2931.0,22.0,Normal
89fa:c404:72a6:36dc:cab:d78:cf0e:ada2,1,4126.0,21.0,Normal
8a0c:63c7:ef86:1dba:dc3e:b05:f309:eb44,1,2812.0,16.0,Normal
8a10:d09c:f484:1e6d:f2da:1222:be40:b6aa,1,3448.0,21.0,Normal
8a27:be4c:f252:229f:de8a:da0c:aa77:1bdc,1,6975.0,14.0,Normal
8a2a:f67e:1918:96a5:4ed:6d40:d33a:88f9,1,3894.0,12.0,Normal
8a2c:3182:5606:449:364a:482a:e724:ecdd,1,4092.0,1.0,Normal
8a32:937f:9854:1f96:a780:bb36:be31:9616,1,3446.0,18.0,Normal
8a3e:e973:12e0:9298:f10e:745a:b3b4:a94c,1,4260.0,23.0,Normal
8a47:4204:b4d2:bdb5:de23:f8dd:37b3:3538,1,4058.0,2.0,Normal
8a58:4d94:9d8f:8690:2999:4e98:9d15:9ae5,1,5270.0,20.0,Normal
8a59:21a:b284:b96d:a6d8:82b4:e417:d442,1,4098.0,13.0,Normal
8a62:f7c2:d8d7:e2c:2158:f2b7:335:2d82,1,3913.0,15.0,Normal
8a66:4b95:50da:9f77:654d:166d:c79c:f90,1,3932.0,14.0,Normal
8a71:895:df17:b9fe:aa71:fa42:fd24:8d55,1,4073.0,15.0,Normal
8a75:6850:ab37:f100:adca:245f:8a2f:1059,1,4041.0,16.0,Normal
8a7b:c708:554e:2112:a5c:681e:a814:2b02,1,3966.0,20.0,Normal
8a80:5769:4dd4:da03:545d:f64:609a:7436,1,2834.0,17.0,Normal
8a82:f5d0:3874:e0c7:ac12:9674:84de:4bed,1,4091.0,16.0,Normal
8a93:e126:ed16:2e71:2ac2:1e49:93c7:9f48,1,2812.0,9.0,Normal
8a99:9b67:885f:7e42:6e54:63ac:d15b:caff,1,5347.0,23.0,Normal
8aae:daf9:6e47:fdc9:f393:8b81:a1b3:d16b,1,4035.0,21.0,Normal
8ac5:898d:fe5f:86b2:a5da:d5bf:77a4:1b9f,1,3334.0,0.0,Normal
8ac7:ddae:b017:1e43:d944:5636:5b3a:bd11,1,4283.0,14.0,Normal
8ad9:9642:322b:3015:e116:cc11:718c:5383,1,2814.0,12.0,Normal
8add:d4e8:497c:7c2e:8010:10a4:6f77:b23f,1,3944.0,15.0,Normal
8ae6:ba01:106f:1326:2e69:cf8f:9358:dc68,1,3444.0,5.0,Normal
8aec:b6d8:17e7:1822:63b8:f977:ca71:4a83,1,4046.0,8.0,Normal
8aef:30ee:2444:1366:8821:c4d3:1176:37b8,1,3447.0,23.0,Normal
8aef:3d1a:30b6:2dea:f8a6:795:afdc:e853,1,3422.0,23.0,Normal
8af3:a706:7990:b0f0:8d11:5839:b0ef:fe68,1,3477.0,11.0,Normal
8afd:22e1:76:a6fb:2988:6fac:112a:cdd5,1,3453.0,10.0,Normal
8b16:4505:252a:7a41:c15:534e:a894:f039,1,2889.0,15.0,Normal
8b18:bb30:cb99:ba96:fd9:201b:af19:ab1d,1,4095.0,19.0,Normal
8b1:e7fb:5e0:7252:1226:62c0:6515:1ec1,1,4056.0,18.0,Normal
8b2a:c08c:2800:b24c:8535:7ee2:e13b:6af,1,3896.0,14.0,Normal
8b40:db67:1df4:f811:80e6:2b96:7436:f707,1,4262.0,19.0,Normal
8b5c:57a:f46a:624d:b65:c504:1c4d:52fe,1,5141.0,14.0,Normal
8b5e:de67:348e:bbd4:366f:98a6:f12d:ba3d,1,4390.0,0.0,Normal
8b66:97d5:752c:9b4b:a4ed:ca9b:4d60:76a0,1,3942.0,21.0,Normal
8b6a:c8bc:a9af:b699:a00a:37f3:a37:44cc,1,2834.0,21.0,Normal
8b73:4535:1b5f:1154:2b9f:99de:af15:2791,1,3442.0,13.0,Normal
8b7c:13c3:9720:e50b:a765:71bb:58eb:c002,1,2873.0,15.0,Normal
8b83:ce25:cf7:a334:c577:26d9:be7b:9422,1,4084.0,23.0,Normal
8b87:723c:d04e:63dd:2369:2779:1daf:1756,1,3897.0,20.0,Normal
8b89:119e:b766:a16a:3797:b7dd:6350:b1cb,1,4086.0,8.0,Normal
8baa:81ca:3975:667e:d232:8a7b:c8ea:aec6,1,5440.0,23.0,Normal
8bad:937f:130e:ecaf:23ee:edcc:adb8:512b,1,4167.0,20.0,Normal
8bae:e55:7943:a837:c6ae:2b03:36e2:e277,1,5814.0,12.0,Normal
8bbb:ba2f:a7aa:e0fc:4394:2a0f:10f1:6607,1,4449.0,23.0,Normal
8bc5:a27b:46ad:bfa9:760c:3148:fde7:f69,1,2837.0,18.0,Normal
8bd:857b:19e4:d7e0:df2b:6141:ab5d:7e3b,1,4083.0,13.0,Normal
8bdb:3d9d:5111:4983:77b9:f8f8:adc:b07a,1,4105.0,12.0,Normal
8be3:8987:efb7:871c:d5e9:1a5:b399:3cb7,1,4092.0,14.0,Normal
8c14:4232:8d6f:9e2f:e495:a86e:483:719,1,4087.0,18.0,Normal
8c17:5392:5374:6ba2:ad1f:4853:600c:2df0,1,3443.0,23.0,Normal
