ClientIP,ConfidenceScore,RealWorldRisk,Reason
93.224.123.232,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
93.4.59.206,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
93.55.173.194,40,Potential brute force attack or web scraping.,Unusually high request count.
93f0:d16b:184c:808d:fb0f:92b4:4bd4:a63b,30,Possible data exfiltration or large file download.,High data transfer per request.
94.240.138.199,0,No specific risk identified.,No clear reason identified.
9439:e943:b69a:840b:642a:aa:908:b80f,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
95.130.38.51,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
95.69.110.161,40,Potential brute force attack or web scraping.,Unusually high request count.
95.84.119.233,30,Possible data exfiltration or large file download.,High data transfer per request.
95.90.134.28,0,No specific risk identified.,No clear reason identified.
96.152.27.237,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
96.217.132.205,40,Potential brute force attack or web scraping.,Unusually high request count.
96.32.245.12,30,Possible data exfiltration or large file download.,High data transfer per request.
96.60.107.8,40,Potential brute force attack or web scraping.,Unusually high request count.
96.60.238.123,40,Potential brute force attack or web scraping.,Unusually high request count.
964f:6619:1b05:1256:c347:593f:b984:e66,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
9670:7f0a:8151:370b:46:c19f:afef:5112,30,Possible data exfiltration or large file download.,High data transfer per request.
97.198.0.125,40,Potential brute force attack or web scraping.,Unusually high request count.
97.233.10.87,40,Potential brute force attack or web scraping.,Unusually high request count.
97.69.121.234,40,Potential brute force attack or web scraping.,Unusually high request count.
9704:6fa8:ef2c:4f5e:ec02:6f55:f089:4614,30,Possible data exfiltration or large file download.,High data transfer per request.
98.128.168.59,30,Possible data exfiltration or large file download.,High data transfer per request.
98.197.20.168,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
98.20.108.88,40,Potential brute force attack or web scraping.,Unusually high request count.
98.204.169.92,30,Possible data exfiltration or large file download.,High data transfer per request.
98.244.88.231,40,Potential brute force attack or web scraping.,Unusually high request count.
98.4.19.103,40,Potential brute force attack or web scraping.,Unusually high request count.
98.93.18.87,70,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.,Unusually high request count.; High data transfer per request.
99.201.222.18,30,Possible data exfiltration or large file download.,High data transfer per request.
9977:270a:fc68:7b56:f950:cd58:1e76:34e9,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
9c23:dcf2:c589:2f19:e5d0:1e41:bfb2:83d0,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
9c4d:e65a:58da:ca7e:9a27:2efd:c150:bd23,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
9c97:dab6:ae43:77ad:9652:1243:a585:7234,30,Possible data exfiltration or large file download.,High data transfer per request.
9d2e:c83c:fbae:99e0:508f:726c:10da:6d89,30,Possible data exfiltration or large file download.,High data transfer per request.
9d7c:58f9:1201:33b9:c3ec:4e66:c65b:dfae,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
9e2b:fe38:f62:acf5:526f:fe83:83c3:76f9,40,Potential brute force attack or web scraping.,Unusually high request count.
9e41:55ed:7911:38a9:3148:783d:86c0:376d,30,Possible data exfiltration or large file download.,High data transfer per request.
9ed1:ff44:544c:6e00:d66f:7fa1:a69e:b321,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
a00e:c41:b620:4fa7:3920:401e:ea21:5664,30,Possible data exfiltration or large file download.,High data transfer per request.
a046:8dfb:3e0a:50f5:a11f:6baf:c621:5ef5,30,Possible data exfiltration or large file download.,High data transfer per request.
a286:f0bb:e3f:2391:6702:5a82:77c1:2eda,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
a2c8:48da:ba4f:7f26:2a60:f939:2f06:ccaa,30,Possible data exfiltration or large file download.,High data transfer per request.
a306:c051:afbb:bb0c:1f70:c338:4fe0:b27b,30,Possible data exfiltration or large file download.,High data transfer per request.
a55:6043:f0ea:3a5a:2173:4d36:b020:1701,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
a5e4:8fe2:c2b9:be83:820e:95b6:183d:8afa,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
a6ad:ee4b:bb36:5932:11c0:e992:c1b8:3a59,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
a94b:1229:adf6:b9da:2f70:b028:193d:d071,40,Potential brute force attack or web scraping.,Unusually high request count.
a98d:5070:6369:3ee8:a2a5:132f:bc0b:c9f1,60,Potential brute force attack or web scraping.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; Unusual activity outside normal business hours.
aa92:20:f17c:d68b:422f:2a1d:bbc0:f3f1,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
abcb:6dd6:b5a1:d73b:3b5b:380:b0be:b3,30,Possible data exfiltration or large file download.,High data transfer per request.
ad5a:971f:aa5d:f5c7:c952:bba2:a83d:7b51,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
b28e:9082:3175:8233:753e:3e73:659a:753,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
b500:1bd9:4703:6efd:f465:58b1:d045:ce1c,30,Possible data exfiltration or large file download.,High data transfer per request.
b6c7:3f27:236f:72d7:59ed:68e5:801:ac1f,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
b82d:8b6c:e29b:3450:f57d:e773:7f60:548,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
ba5d:9e57:8a0c:c015:c329:1864:cd31:42d4,40,Potential brute force attack or web scraping.,Unusually high request count.
bae3:2eab:c6a4:5230:f3b0:f0fc:a394:23af,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
bbcf:7558:605a:a90a:776:6a1:64e3:619e,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
bc9:db5a:642a:59c9:c52a:a066:3738:4a5,90,Potential brute force attack or web scraping.; Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; High data transfer per request.; Unusual activity outside normal business hours.
be08:e9b3:5832:74a2:5983:1167:4edf:9ea1,30,Possible data exfiltration or large file download.,High data transfer per request.
bf58:e042:e74f:317a:86d0:771d:42d3:7eb8,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
bfc1:c8fb:beeb:7d00:82a:5ccd:3eeb:e48e,30,Possible data exfiltration or large file download.,High data transfer per request.
c15b:8e0b:2b9b:f1ba:7710:74b8:8ce0:dd9f,30,Possible data exfiltration or large file download.,High data transfer per request.
c505:44d3:8aae:4017:c1ee:f4d2:78f0:e4e8,30,Possible data exfiltration or large file download.,High data transfer per request.
c522:34:abce:60d9:fedc:1b:9175:1870,30,Possible data exfiltration or large file download.,High data transfer per request.
c53e:ba2:5754:b9f7:5a21:c0f3:2739:f3e2,30,Possible data exfiltration or large file download.,High data transfer per request.
c5c7:1e57:2e90:5926:4039:c59e:986e:894,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
c7e8:af87:8153:87cb:31fc:c03c:fe5b:4596,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
c8d:f142:5ca1:36fd:6b6a:f992:2b48:5a76,30,Possible data exfiltration or large file download.,High data transfer per request.
cadf:4c49:a0a1:974b:b2bf:d686:2ffe:5b3d,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
cb05:2be1:2522:b867:77:8c09:3caf:c67a,30,Possible data exfiltration or large file download.,High data transfer per request.
cd42:31f2:e20c:2e02:a044:bb9:b1fd:9aea,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
d10e:460e:b24a:e0be:fc59:e497:8b6c:9e3d,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
d232:c946:1533:73b9:69c7:c4f:6938:1c95,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
d387:31c5:278b:3774:9fc9:f27b:bf26:ae3,40,Potential brute force attack or web scraping.,Unusually high request count.
d3f5:a7ff:5617:9478:9477:a32b:9a27:baac,30,Possible data exfiltration or large file download.,High data transfer per request.
d62f:cde4:93d3:49f:b343:ada5:84b5:e87f,40,Potential brute force attack or web scraping.,Unusually high request count.
dae6:99f7:3ae3:4f:5be8:280d:cff1:ff23,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
dbc4:2d33:2acb:8932:5067:1f01:5b20:e887,30,Possible data exfiltration or large file download.,High data transfer per request.
dcbc:1559:e10a:d7e5:85c3:ad0f:30f8:e7c0,40,Potential brute force attack or web scraping.,Unusually high request count.
de15:6155:3786:9a4b:889e:7cb7:268f:b688,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
e03f:8bb8:83c4:3e2:3c46:3b49:fbde:73b,30,Possible data exfiltration or large file download.,High data transfer per request.
e30a:80fc:68d:85e3:ee9:18cb:3abb:fbfa,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
e3db:c176:7df1:497a:5531:e38:e3ef:51f9,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
e430:366:cbe6:b208:950e:e65a:bde3:833c,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
e643:7380:62b4:8d58:12f8:eff5:754c:20d3,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
ebd0:9151:abef:1e1e:edf9:4494:f172:99a3,30,Possible data exfiltration or large file download.,High data transfer per request.
ec48:bcdd:733a:5c2e:5ece:812:439d:59c5,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
eeda:8402:3539:60eb:3b26:3b9d:154e:468e,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
f261:27b8:da5e:ab02:c41b:1778:c1a3:e8a,30,Possible data exfiltration or large file download.,High data transfer per request.
f363:9005:5568:a4e9:a21a:d1d2:a1f2:9cb5,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
f3f2:517e:c7f4:86c6:f9b2:f3a0:b768:5260,60,Potential brute force attack or web scraping.; Unusual activity during off-peak hours (potential bot activity).,Unusually high request count.; Unusual activity outside normal business hours.
f4fe:329e:dd88:a64b:7780:a2df:52b:c02e,30,Possible data exfiltration or large file download.,High data transfer per request.
f56a:c918:66d0:42da:9da:8687:78c5:c2c3,30,Possible data exfiltration or large file download.,High data transfer per request.
f7:4342:8f98:dc3b:291a:41a8:3c93:60ae,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
f7bd:8f3d:9477:5459:692b:5676:c681:a809,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
fadf:a6ea:b1b6:e614:4dce:5082:9c7d:a7f4,50,Possible data exfiltration or large file download.; Unusual activity during off-peak hours (potential bot activity).,High data transfer per request.; Unusual activity outside normal business hours.
fd28:eb0f:7c02:5ca1:5579:d99:b42f:31a9,20,Unusual activity during off-peak hours (potential bot activity).,Unusual activity outside normal business hours.
fdc6:1c21:fe0b:5681:9736:5d9a:f8ad:9b24,40,Potential brute force attack or web scraping.,Unusually high request count.
fdf6:3022:1920:fe90:c5e1:4ce:9cfb:5973,30,Possible data exfiltration or large file download.,High data transfer per request.
