ClientIP,RequestCountByIP,AverageBytesByIP,Hour,ReconstructionError,Anomaly
93.134.232.198,1,3414.0,11.0,1.7168405759544212e-07,Normal
93.135.137.251,1,3921.0,13.0,1.9540761776843863e-07,Normal
93.140.82.126,1,2778.0,14.0,4.0441436189199806e-07,Normal
93.145.222.220,1,3787.0,11.0,1.602411009155298e-07,Normal
93.148.100.180,1,4074.0,2.0,1.74070779569865e-07,Normal
93.151.242.28,1,4045.0,19.0,2.4985503161579694e-07,Normal
93.163.45.152,1,2789.0,12.0,2.645456856111209e-07,Normal
93.163.97.131,1,5127.0,20.0,4.7260404500016765e-07,Normal
93.169.193.53,1,7084.0,23.0,3.4817564854050108e-06,Anomaly
93.17.250.26,1,3987.0,16.0,3.447187551241209e-07,Normal
93.174.63.60,1,4068.0,22.0,5.510982519934698e-07,Normal
93.181.23.31,1,3216.0,12.0,1.8582802182357486e-07,Normal
93.182.63.164,1,4151.0,23.0,2.5905968062649556e-06,Normal
93.191.44.77,1,4094.0,21.0,1.8065375805015612e-07,Normal
93.194.87.237,1,4073.0,14.0,2.0046605663449084e-07,Normal
93.195.194.254,1,3490.0,13.0,2.054548171804015e-07,Normal
93.196.152.200,1,4083.0,19.0,2.518264180724767e-07,Normal
93.202.33.9,1,4055.0,15.0,1.4456090303793991e-07,Normal
93.205.128.254,1,3395.0,20.0,2.696270199116041e-07,Normal
93.209.180.146,1,4102.0,2.0,1.7303380463953485e-07,Normal
93.219.70.1,1,2783.0,15.0,1.5983802151646e-07,Normal
93.22.82.224,1,5736.0,19.0,6.572384555338833e-07,Normal
93.221.145.154,1,4890.0,11.0,3.116532839297787e-07,Normal
93.224.123.232,52,6324.557692307692,13.73076923076923,3.832907390171416e-05,Anomaly
93.23.202.130,1,3903.0,19.0,2.4523391376994357e-07,Normal
93.230.16.241,1,3529.0,16.0,2.8617727931597433e-07,Normal
93.242.48.135,1,3942.0,18.0,6.374289677144424e-07,Normal
93.243.221.235,1,5025.0,14.0,3.252895736778809e-07,Normal
93.244.132.213,1,3428.0,18.0,5.856623326423121e-07,Normal
93.26.220.195,1,3535.0,19.0,2.5479229149755607e-07,Normal
93.26.255.109,1,2358.0,14.0,5.637646994244891e-07,Normal
93.32.77.64,1,4039.0,20.0,2.6433098959413615e-07,Normal
93.32.96.235,1,4074.0,20.0,2.6676114527786584e-07,Normal
93.4.59.206,1,2354.0,2.0,8.386257407025291e-07,Normal
93.41.66.251,1,3752.0,9.0,3.952888119270413e-07,Normal
93.49.205.73,1,2556.0,13.0,3.740467064509519e-07,Normal
93.55.173.194,3,5323.333333333333,15.333333333333334,1.2401486176942723e-06,Normal
93.57.167.55,1,3872.0,12.0,1.4657475307666752e-07,Normal
93.60.136.206,1,3641.0,17.0,5.880974401446027e-07,Normal
93.63.233.232,1,5951.0,23.0,2.90906417563979e-06,Anomaly
93.73.216.192,1,5479.0,2.0,5.04818723993347e-07,Normal
93.74.216.133,1,6157.0,16.0,1.3309373760238453e-06,Normal
93.76.142.79,1,2781.0,15.0,1.6017867340731623e-07,Normal
93.79.63.106,1,4050.0,16.0,3.5697062075201303e-07,Normal
93.8.226.89,1,4148.0,20.0,2.728879760737415e-07,Normal
93.89.6.147,1,3912.0,13.0,1.951832467688345e-07,Normal
93.97.123.68,1,4077.0,15.0,1.4797052046194602e-07,Normal
9311:676e:fc90:6d7b:20b7:20ef:25e3:e08e,1,3638.0,13.0,1.9720814575049668e-07,Normal
931d:41c2:2596:8668:fd23:d12e:9c12:5a7e,1,3576.0,14.0,2.275558563746017e-07,Normal
931d:eb24:57aa:e1cf:30ad:177d:92d6:3cf6,1,4082.0,12.0,1.5481751576943217e-07,Normal
931e:8409:251e:12b8:a10e:7b90:8616:aea7,1,3285.0,16.0,2.763957116547187e-07,Normal
932d:f9b3:a28e:49e0:24d4:412:eced:55e4,1,5140.0,15.0,4.571686730257219e-07,Normal
9344:8e8f:1773:38da:87b7:d77c:49b3:9b70,1,4116.0,2.0,1.7263033051457396e-07,Normal
9345:e904:139c:53fc:288b:13db:79a2:f0a8,1,3107.0,19.0,3.050034208972561e-07,Normal
9353:250a:3ddc:e235:d0f0:6630:d30a:26f8,1,2858.0,18.0,6.030138504104356e-07,Normal
9356:e9c0:6e06:aa:6c4a:7616:d97a:da21,1,3470.0,19.0,2.5968472527074195e-07,Normal
9359:b9bf:c714:2f59:f649:70f8:cdae:38a8,1,2809.0,21.0,2.1376331606105267e-07,Normal
936a:450c:79a5:e533:cbfd:542e:61a6:894a,1,3466.0,16.0,2.822114409379421e-07,Normal
9379:b6b0:4b0e:ed36:9bbf:f64d:4db3:3320,1,4951.0,17.0,5.975935554125625e-07,Normal
937:9892:dfc7:bebc:1ecf:8783:271c:cc0,1,3474.0,17.0,6.170539545721945e-07,Normal
9385:4c41:2c12:2f0f:4929:5163:6e6a:e66a,1,3034.0,20.0,3.1465125386112416e-07,Normal
939:5116:89ef:7a13:b6a:11ce:66be:68a2,1,3781.0,18.0,6.1436983315498e-07,Normal
939d:3e46:414e:1d7c:cc5f:1566:e8ba:aa70,1,2810.0,13.0,3.0823019989244173e-07,Normal
93a2:c785:3819:9270:68f:f02f:e0ce:1e6c,1,2814.0,16.0,2.999130307472756e-07,Normal
93bf:cb31:d6eb:78cb:207a:5efa:8ad6:1db2,1,3689.0,20.0,2.553032340212591e-07,Normal
93c5:fdf:3831:ff32:ee18:9257:de11:feb6,1,4030.0,11.0,1.6986674636697745e-07,Normal
93c7:f00f:435d:2b60:20d2:9eee:7fe2:8d13,1,2918.0,22.0,1.8118275485568568e-07,Normal
93cb:56f1:7957:a37:3ebb:5633:1853:69fc,1,4039.0,22.0,5.272851394319865e-07,Normal
93d1:f014:69ba:d38f:5d09:2298:538a:c00d,1,4031.0,11.0,1.699387639808489e-07,Normal
93d5:90e:8ca3:26bd:7b5f:e3f3:2a0b:e6a5,1,4076.0,23.0,2.593226495101903e-06,Normal
93d9:891a:a7cf:171f:8aa7:4a89:57ef:cbf2,1,4073.0,19.0,2.512800239839484e-07,Normal
93d:7801:2f97:79eb:1bbf:a008:b746:d79e,1,3782.0,10.0,2.4671377148661623e-07,Normal
93f0:d16b:184c:808d:fb0f:92b4:4bd4:a63b,1,15626.0,16.0,1.8770630662520445e-05,Anomaly
94.0.70.89,1,3476.0,0.0,6.305394095742167e-07,Normal
94.117.225.239,1,2977.0,6.0,5.822051103720456e-07,Normal
94.119.151.18,1,3914.0,15.0,1.2588023335555006e-07,Normal
94.120.23.191,1,5781.0,22.0,3.232463042635977e-06,Anomaly
94.124.82.206,1,3484.0,15.0,1.002199087291946e-07,Normal
94.130.30.205,1,3247.0,5.0,3.823395913012423e-07,Normal
94.131.62.165,1,3451.0,21.0,1.4882458570894144e-07,Normal
94.139.61.212,1,3383.0,14.0,2.552696982400947e-07,Normal
94.143.240.100,1,2809.0,23.0,2.839503749114563e-06,Anomaly
94.155.233.71,1,4038.0,23.0,2.5950567597785502e-06,Normal
94.16.210.38,1,3147.0,22.0,1.589378087665803e-07,Normal
94.167.85.181,1,2810.0,20.0,3.578787211588126e-07,Normal
94.170.253.64,1,4089.0,22.0,5.689043080927897e-07,Normal
94.186.183.213,1,6354.0,16.0,1.4778238214139217e-06,Normal
94.186.205.161,1,4075.0,8.0,2.715773126301525e-07,Normal
94.199.98.99,1,3440.0,15.0,1.0025429304528632e-07,Normal
94.208.41.246,1,4110.0,12.0,1.5668234328246452e-07,Normal
94.215.37.118,1,4087.0,13.0,2.0292099406567295e-07,Normal
94.216.54.173,1,4091.0,11.0,1.7439218724431022e-07,Normal
94.219.114.25,1,5494.0,17.0,7.240488941398158e-07,Normal
94.22.82.156,1,3196.0,15.0,1.0944984370331495e-07,Normal
94.220.151.90,1,5605.0,12.0,5.141788844174783e-07,Normal
94.221.173.175,1,3470.0,16.0,2.82435762237051e-07,Normal
94.229.217.40,1,3465.0,1.0,1.6483901574066389e-07,Normal
94.231.8.61,1,912.0,10.0,1.160329386814074e-06,Normal
94.240.138.199,1,984.0,21.0,9.302721570632626e-07,Normal
94.245.211.155,1,4083.0,18.0,6.628524908331707e-07,Normal
94.249.198.234,1,4093.0,22.0,5.722964333494829e-07,Normal
94.26.203.188,1,3488.0,21.0,1.4803252409893618e-07,Normal
94.27.202.240,1,3140.0,12.0,1.9676231591838338e-07,Normal
94.27.209.212,1,4782.0,13.0,3.0250237558218073e-07,Normal
94.33.99.250,1,3415.0,2.0,2.885984244366253e-07,Normal
94.35.151.15,1,3775.0,2.0,2.0455294349365578e-07,Normal
94.37.238.217,1,3461.0,14.0,2.4292760081853764e-07,Normal
94.47.109.27,1,3430.0,15.0,1.0033381701952018e-07,Normal
94.48.49.171,1,2903.0,6.0,6.118840236266492e-07,Normal
94.51.223.118,1,2803.0,21.0,2.1483139025117604e-07,Normal
94.56.47.66,1,4162.0,22.0,6.335769582489696e-07,Normal
94.58.59.102,1,4243.0,19.0,2.639323664449364e-07,Normal
94.65.197.181,1,3406.0,13.0,2.1236459157404157e-07,Normal
94.68.98.143,1,4071.0,19.0,2.511621305123315e-07,Normal
94.69.7.233,1,4073.0,21.0,1.7808074574698763e-07,Normal
94.73.183.146,1,3535.0,3.0,5.55032417652602e-07,Normal
94.73.195.100,1,3403.0,11.0,1.725075985270069e-07,Normal
94.82.146.123,1,4322.0,18.0,7.166320242838744e-07,Normal
94.88.182.122,1,4046.0,11.0,1.7097988369934236e-07,Normal
9408:a765:181c:3cee:221b:a874:67a:b868,1,2961.0,20.0,3.2746770483910984e-07,Normal
940:677c:1ba1:f934:ab1b:f821:31e1:7633,1,3472.0,15.0,1.0017802481439212e-07,Normal
940b:c0f:e5e4:b187:95aa:dd0f:4146:8ac5,1,2809.0,9.0,5.007063571667653e-07,Normal
940c:ee1:7342:ab38:9cd2:b7a:9b89:6793,1,4117.0,14.0,2.0114406157869339e-07,Normal
9410:218f:f3b0:59d7:463b:8499:bb5e:6933,1,3446.0,20.0,2.656829253719446e-07,Normal
9418:8c21:5c38:c631:1f83:d4f4:ed88:25e2,1,4058.0,23.0,2.5940294811077415e-06,Normal
942c:17d0:ed1d:1230:a721:13dd:4721:72dc,1,4063.0,15.0,1.4578151180893973e-07,Normal
9439:e943:b69a:840b:642a:aa:908:b80f,1,5859.0,1.0,9.077269226347147e-07,Normal
944a:b10a:d1c7:4a12:6597:761:5017:3184,1,3966.0,15.0,1.3217620928022073e-07,Normal
945:31a1:42e1:435:1609:553c:291a:1637,1,5911.0,14.0,6.487221642202524e-07,Normal
9466:dcf8:8aee:e68:52b7:3127:bcb3:dabb,1,2653.0,6.0,7.255620831489607e-07,Normal
9468:24b3:f912:98ad:8a70:a3dd:1882:9041,1,3419.0,21.0,1.4978533723680788e-07,Normal
9469:5457:1fb6:b5cd:94bd:ae4e:e62f:84c7,1,3948.0,14.0,2.012996794514044e-07,Normal
946:b212:4d36:f083:168:6db2:752f:1028,1,2807.0,18.0,6.084235185920295e-07,Normal
9473:ede5:341d:af21:7ec:ce63:c689:910c,1,2812.0,0.0,6.097496257585355e-07,Normal
9478:ddc8:c8c6:6987:35d3:9ed5:a4a:b877,1,3095.0,16.0,2.791393896496379e-07,Normal
948:80e5:6d9:5c0c:72ed:a044:bc12:cbab,1,3809.0,17.0,5.657709491079355e-07,Normal
949b:25a4:aada:9f54:8138:bacf:97d3:607b,1,2727.0,14.0,4.21280460957628e-07,Normal
94:51a3:333a:607e:b237:8b43:f78b:dc5c,1,3836.0,22.0,3.807993729019549e-07,Normal
94:ea01:b7d4:fe37:849:4955:a940:f406,1,3900.0,2.0,1.8748634551279115e-07,Normal
94a1:5cda:f361:d4fd:c1fb:d15f:d0e2:1094,1,2990.0,22.0,1.6894985828029313e-07,Normal
94a7:d0ed:17a8:5e21:4a1c:c4a5:dce2:2527,1,2898.0,13.0,2.888913336343665e-07,Normal
94ad:6e85:d5a3:ce22:dec7:350a:630c:72ef,1,5512.0,4.0,1.917324549224123e-06,Normal
94b:fd1f:753d:1279:6d60:57e5:fbbf:a8a1,1,4267.0,19.0,2.6626468727755026e-07,Normal
94c0:f792:fbc9:4b91:2de:3909:80ec:c81d,1,3440.0,10.0,2.5610147945354653e-07,Normal
94c2:625b:259e:83fc:155b:e533:9162:d481,1,3440.0,14.0,2.4606962062720326e-07,Normal
94c5:d611:171:f545:2c21:c097:ade1:7b3,1,2811.0,16.0,3.0020988966755903e-07,Normal
94c8:55f9:654e:7a8a:7c20:9461:756c:e579,1,3442.0,15.0,1.0023382207881655e-07,Normal
94d4:4d34:225f:8638:96b5:b1ba:3d9e:eaac,1,3186.0,2.0,3.690065963475191e-07,Normal
94dd:9712:5c97:d752:5710:36cf:95ed:81db,1,4067.0,15.0,1.4638875390667442e-07,Normal
95.1.28.63,1,4037.0,20.0,2.6417233131963466e-07,Normal
95.101.99.13,1,3428.0,17.0,6.262379484741567e-07,Normal
95.106.73.206,1,4087.0,16.0,3.645695794501478e-07,Normal
95.108.250.194,1,4075.0,20.0,2.668777177982749e-07,Normal
95.114.228.147,1,2807.0,13.0,3.0893782404480217e-07,Normal
95.115.173.249,1,3995.0,13.0,1.9796052263941098e-07,Normal
95.116.239.254,1,3890.0,2.0,1.8862708856705686e-07,Normal
95.125.33.188,1,3371.0,15.0,1.0131827113927565e-07,Normal
95.129.184.209,1,3466.0,16.0,2.822114409379421e-07,Normal
95.130.38.51,86,14112.96511627907,12.430232558139535,3.843935703273538e-05,Anomaly
95.133.135.234,1,2806.0,21.0,2.142743509238499e-07,Normal
95.135.207.204,1,4154.0,7.0,4.208122004698516e-06,Anomaly
95.136.179.166,1,4127.0,11.0,1.7747497320947276e-07,Normal
95.136.240.206,1,4936.0,23.0,2.6394194811367123e-06,Normal
95.137.230.221,1,4075.0,14.0,2.005067446979049e-07,Normal
95.148.92.91,1,4062.0,22.0,5.461480806438157e-07,Normal
95.151.32.136,1,3419.0,2.0,2.873653769623897e-07,Normal
95.152.1.26,1,3459.0,20.0,2.648072800748078e-07,Normal
95.154.248.125,1,3729.0,20.0,2.5487998085105714e-07,Normal
95.154.58.99,1,4072.0,13.0,2.0197366206537514e-07,Normal
95.16.130.1,1,4096.0,21.0,1.8090217305613473e-07,Normal
95.186.241.18,1,3547.0,23.0,2.648474760255608e-06,Normal
95.192.100.248,1,3775.0,19.0,2.450237454053112e-07,Normal
95.194.42.178,1,5642.0,21.0,6.516662710205362e-07,Normal
95.20.20.5,1,3428.0,20.0,2.670217726107958e-07,Normal
95.201.39.229,1,3361.0,4.0,2.7846717714288896e-06,Anomaly
95.203.158.181,1,3451.0,16.0,2.8140616461417706e-07,Normal
95.204.252.211,1,4104.0,13.0,2.0401788555079262e-07,Normal
95.211.161.173,1,3175.0,8.0,3.3728114629715937e-07,Normal
95.22.90.80,1,3777.0,21.0,1.5288968045935062e-07,Normal
95.226.78.151,1,5014.0,22.0,1.7282528622538847e-06,Normal
95.227.218.175,1,2923.0,14.0,3.600265639512932e-07,Normal
95.23.79.38,1,3688.0,18.0,6.038954396823559e-07,Normal
95.241.182.8,1,5148.0,10.0,4.736519776098713e-07,Normal
95.241.40.146,1,4049.0,11.0,1.7118355361562693e-07,Normal
95.245.244.232,1,2779.0,19.0,3.721371480382168e-07,Normal
95.245.66.116,1,3921.0,17.0,5.548033809261824e-07,Normal
95.247.161.88,1,3117.0,20.0,3.0166728293179137e-07,Normal
95.247.52.233,1,5520.0,18.0,1.1925063650924487e-06,Normal
95.27.108.224,1,3544.0,23.0,2.6490378224421535e-06,Normal
95.30.117.119,1,4149.0,16.0,3.780571718131063e-07,Normal
95.33.86.74,1,5883.0,18.0,1.404081994006253e-06,Normal
95.36.48.130,1,3314.0,19.0,2.754690625604345e-07,Normal
95.37.76.72,1,4072.0,18.0,6.606187197008637e-07,Normal
95.4.166.253,1,3436.0,16.0,2.806574360218864e-07,Normal
95.44.240.201,1,3794.0,19.0,2.4479332353660823e-07,Normal
95.51.244.161,1,2712.0,20.0,3.8046884081702023e-07,Normal
95.53.57.11,1,3507.0,1.0,1.6317136426827672e-07,Normal
95.6.173.65,1,5731.0,16.0,1.0456110058409572e-06,Normal
95.62.19.164,1,2354.0,11.0,3.786447753276368e-07,Normal
95.69.110.161,2,4220.5,11.0,2.731514433983225e-06,Normal
95.75.195.151,1,4051.0,20.0,2.651272445976099e-07,Normal
95.77.172.207,1,3469.0,18.0,5.874824102570863e-07,Normal
95.78.194.190,1,5330.0,16.0,8.178385403821906e-07,Normal
95.83.145.249,1,5307.0,13.0,4.504353994898705e-07,Normal
95.84.119.233,1,9421.0,15.0,4.556941861403682e-06,Anomaly
95.90.134.28,1,944.0,9.0,1.3202788447904664e-06,Normal
95.91.148.95,1,3081.0,13.0,2.544538693874614e-07,Normal
9503:24cd:6a4b:b42d:888a:8e32:ba5a:dd77,1,4102.0,14.0,2.0083905687642725e-07,Normal
9507:2cae:311a:3180:92a9:8aca:9606:b9fe,1,4089.0,15.0,1.498294229904433e-07,Normal
9507:3224:1161:5164:3641:340:de68:985b,1,3902.0,1.0,1.7327159393979647e-07,Normal
9516:eccc:fb1e:57a4:7ce3:9efe:4b4b:bb04,1,3903.0,18.0,6.312442721916188e-07,Normal
9518:2dd4:dbc0:930b:d816:340d:70f6:c080,1,2957.0,9.0,4.700162789587497e-07,Normal
9518:e1b4:e093:c684:fed4:8864:366d:9919,1,3762.0,15.0,1.1140742822207628e-07,Normal
9519:43a4:cd68:b392:163a:6caa:27fe:5120,1,3945.0,2.0,1.828594292038362e-07,Normal
951b:142d:347:1bb:a646:afed:37e3:c0c9,1,5604.0,17.0,7.58396087551654e-07,Normal
952d:47da:dd03:c8ac:7efc:9f34:c3e1:33e5,1,3195.0,1.0,1.882553016529572e-07,Normal
9534:6e04:8b98:6c57:7c13:726a:fa64:a336,1,2836.0,19.0,3.5871103650240215e-07,Normal
9539:1a88:1fe6:12bc:9943:b9b9:cad7:921e,1,3512.0,1.0,1.630073186653914e-07,Normal
9542:aecf:1324:75a8:3a2f:c54a:7a0b:5dee,1,4366.0,6.0,3.5804288137828276e-07,Normal
9546:a553:bd3f:711:c9d4:2dfc:6089:a430,1,4475.0,4.0,2.1616625666398452e-06,Normal
9551:2036:776b:e0bf:6334:cf22:54d7:91c4,1,4906.0,11.0,3.1587026349019066e-07,Normal
9563:3123:4f39:d60d:f333:f349:1079:239a,1,3401.0,18.0,5.846957981572523e-07,Normal
9563:e324:891a:1f02:3a00:6092:9603:b064,1,4670.0,22.0,1.2118358238372904e-06,Normal
9568:6cd4:7323:2c8c:53fe:6766:ba1e:7f53,1,3461.0,23.0,2.663556920010796e-06,Normal
9575:e7a2:5057:5e0:bab7:e4e4:6641:c5eb,1,3448.0,13.0,2.087067993913446e-07,Normal
9579:770f:5602:c079:a0ca:7b88:64a5:6aee,1,5150.0,6.0,5.093579124398403e-07,Normal
957b:65cf:963b:8860:3b6e:23c5:d29e:3a04,1,3419.0,22.0,1.9518250215258205e-07,Normal
957e:56ef:96ab:ae1f:c392:b7cd:9a3c:cdf0,1,4400.0,0.0,8.492738708540282e-07,Normal
9583:bade:3a0d:ce13:1247:fbb6:ac80:75f2,1,3450.0,19.0,2.613968243695299e-07,Normal
9594:385e:734b:f2c0:6fc2:9367:6a43:4548,1,4188.0,20.0,2.7676431488691865e-07,Normal
9596:ff7e:9fb:b4a8:e213:f97f:d5d1:ef74,2,3402.0,13.0,4.039729515665216e-06,Anomaly
959a:2687:51e2:a5d3:9029:8974:b960:22a4,1,2836.0,17.0,7.911412655261189e-07,Normal
95a0:2a1d:8c29:b965:f5e4:dda1:7c90:f27c,1,3430.0,17.0,6.258997968900997e-07,Normal
95a3:7dc1:f9bc:759a:eda1:77e5:4a2a:343f,1,2836.0,23.0,2.8292884735466346e-06,Anomaly
95a4:30d6:43dc:ba97:d517:5eed:d313:5edb,1,4097.0,14.0,2.007719127807393e-07,Normal
95a6:a06a:17ee:2c21:e63d:c3c8:9859:c176,1,4075.0,0.0,7.473908135114649e-07,Normal
95b8:aab2:a1b:1f1f:44c3:b643:7842:ac79,1,3425.0,1.0,1.6693034948092553e-07,Normal
95c4:f6d9:39b1:9f1c:a39c:9b2e:c9d3:f822,1,3175.0,16.0,2.7689872337620314e-07,Normal
95d:ac2:8a04:2d44:c776:ea2c:6cc6:c95b,1,4076.0,16.0,3.6222712896358647e-07,Normal
95df:84cd:22a:6c64:739b:7a61:e6de:98b2,1,3965.0,17.0,5.513672663324403e-07,Normal
95f1:3d39:b175:2fb8:9dda:592a:341:eb35,1,5704.0,20.0,6.930503730872161e-07,Normal
95f5:1a67:4b0e:109d:60be:42ee:c0fd:c06,1,4157.0,15.0,1.612320870401779e-07,Normal
95f6:479e:57db:ad97:5dae:23a2:ba46:3f38,1,4080.0,19.0,2.516565704047553e-07,Normal
96.104.149.211,1,4093.0,16.0,3.6580349877482073e-07,Normal
96.107.165.70,1,4069.0,13.0,2.0180702591537748e-07,Normal
96.109.0.185,1,2806.0,17.0,8.018058404726224e-07,Normal
96.110.126.25,1,3913.0,13.0,1.9518894700139634e-07,Normal
96.113.28.2,1,4444.0,20.0,3.1007091299939543e-07,Normal
96.115.187.166,1,2859.0,12.0,2.4876269211207885e-07,Normal
96.117.202.127,1,3462.0,12.0,1.5953349846901406e-07,Normal
96.126.31.143,1,4086.0,11.0,1.74001200347457e-07,Normal
96.129.120.186,1,4121.0,0.0,7.601709409816298e-07,Normal
96.134.160.24,1,4214.0,20.0,2.7945611772183114e-07,Normal
96.143.118.53,1,2804.0,20.0,3.5920489137368097e-07,Normal
96.146.115.57,1,4772.0,23.0,2.6177500099702055e-06,Normal
96.147.176.99,1,4055.0,18.0,6.57344222309385e-07,Normal
96.147.215.80,1,4689.0,23.0,2.609060073238747e-06,Normal
96.152.27.237,100,6097.79,13.41,9.40473891854799e-06,Anomaly
96.159.233.176,1,3879.0,17.0,5.585919669286613e-07,Normal
96.16.157.134,1,4076.0,21.0,1.7844455917223504e-07,Normal
96.162.232.9,1,2789.0,23.0,2.847127946933742e-06,Anomaly
96.163.97.38,1,4082.0,15.0,1.487257023467932e-07,Normal
96.169.189.44,1,3571.0,3.0,5.358526575816165e-07,Normal
96.171.92.253,1,3923.0,19.0,2.455709923470247e-07,Normal
96.175.251.36,1,4085.0,13.0,2.027685274074781e-07,Normal
96.177.42.179,1,3489.0,17.0,6.141942055972476e-07,Normal
96.181.242.135,1,2931.0,10.0,3.1956300249937735e-07,Normal
96.182.45.50,1,3442.0,13.0,2.0921399707552548e-07,Normal
96.192.76.252,1,4018.0,13.0,1.9899849214938522e-07,Normal
96.193.130.109,1,3511.0,17.0,6.100825211478703e-07,Normal
96.196.106.118,1,6667.0,21.0,1.267424624588031e-06,Normal
96.201.17.55,1,3958.0,15.0,1.3117107029039584e-07,Normal
96.210.139.17,1,3920.0,16.0,3.3292500435487476e-07,Normal
96.212.176.240,1,4242.0,12.0,1.6785905868132166e-07,Normal
96.212.4.247,1,2803.0,12.0,2.6129162284970283e-07,Normal
96.214.217.208,1,4062.0,23.0,2.5938569259883225e-06,Normal
96.215.12.204,1,3894.0,19.0,2.450744328898706e-07,Normal
96.215.195.198,1,4068.0,21.0,1.7748128038474935e-07,Normal
96.215.240.190,1,3940.0,20.0,2.5886865713171875e-07,Normal
96.217.132.205,2,4941.5,18.5,5.353052964473336e-06,Anomaly
96.22.120.239,1,3472.0,13.0,2.0680538089057394e-07,Normal
96.223.44.244,1,3443.0,1.0,1.6592138246616924e-07,Normal
96.23.59.63,1,4297.0,3.0,3.060118629024089e-07,Normal
96.233.178.198,1,2999.0,20.0,3.2066205184955667e-07,Normal
96.238.69.245,1,2805.0,12.0,2.6083479136217557e-07,Normal
96.242.198.71,1,3471.0,11.0,1.6787530784017192e-07,Normal
96.252.6.255,1,4074.0,15.0,1.474663059371751e-07,Normal
96.32.245.12,1,22169.0,19.0,3.604634416101302e-05,Anomaly
96.39.138.241,1,4084.0,11.0,1.738439775308513e-07,Normal
96.39.225.61,1,3538.0,23.0,2.650060499221943e-06,Normal
96.49.213.22,1,4061.0,14.0,2.003571473567259e-07,Normal
96.51.100.114,1,2850.0,1.0,2.5009276758024035e-07,Normal
96.52.221.243,1,4071.0,17.0,5.449068223149597e-07,Normal
96.52.89.35,1,3477.0,2.0,2.7043125644842313e-07,Normal
96.53.86.160,1,3562.0,0.0,6.414953367590141e-07,Normal
96.54.237.127,1,4045.0,10.0,2.575976317473554e-07,Normal
96.54.69.73,1,3425.0,12.0,1.6260622086345514e-07,Normal
96.59.215.74,1,3474.0,11.0,1.6769637627038653e-07,Normal
96.6.29.221,1,3448.0,17.0,6.221764453784628e-07,Normal
96.60.107.8,2,2791.5,14.0,5.2599659515989856e-06,Anomaly
96.60.238.123,2,4806.5,15.0,5.1808322314857625e-06,Anomaly
96.66.153.23,1,3512.0,17.0,6.09882080836862e-07,Normal
96.66.63.81,1,2780.0,21.0,2.1897935591935546e-07,Normal
96.70.184.102,1,4019.0,3.0,3.5853782039690043e-07,Normal
96.75.64.25,1,3562.0,12.0,1.5281989381179915e-07,Normal
96.77.122.14,1,3181.0,19.0,2.933165923274916e-07,Normal
96.81.16.77,1,3940.0,23.0,2.601358799966405e-06,Normal
96.82.18.118,1,5250.0,13.0,4.31362302520912e-07,Normal
96.86.17.34,1,4095.0,13.0,2.034171652112592e-07,Normal
96.94.189.12,1,3447.0,13.0,2.087870254079312e-07,Normal
9612:f10e:7587:93c6:6eb2:82d0:fa58:bf30,1,5957.0,11.0,7.191265169646363e-07,Normal
9618:61e1:6f6a:1654:e2a2:99fa:60b5:9ae2,1,5277.0,20.0,5.226183353153292e-07,Normal
961d:3529:1ce6:e638:3369:cc2a:a6c1:367a,1,3450.0,23.0,2.6656267481948413e-06,Normal
9621:4ab8:3a0f:f448:e0df:8ce:8d47:383c,1,3946.0,18.0,6.381027500679154e-07,Normal
963a:2391:90e0:570e:3e33:ae76:bdbd:15bf,1,4123.0,13.0,2.0537078057418877e-07,Normal
9644:63ec:657:aa34:e537:4d4e:7108:8f92,1,3853.0,23.0,2.608753870667807e-06,Normal
9645:13ca:25c8:9172:9877:1f25:809:75d3,1,4125.0,12.0,1.5776127438117183e-07,Normal
9645:6817:5c93:38d7:64a:cd78:fddc:8171,1,5493.0,17.0,7.237254097522449e-07,Normal
964c:61cd:1d5c:55d0:be55:2ea6:5c7c:38fd,1,4137.0,0.0,7.647440994875442e-07,Normal
964c:e931:a495:803f:e527:b42:3d7:aa59,1,3898.0,22.0,4.216404649145224e-07,Normal
964f:6619:1b05:1256:c347:593f:b984:e66,1,5642.0,1.0,7.705401548980302e-07,Normal
9654:7562:dc07:96d7:f624:e08:64b0:590b,1,3546.0,20.0,2.59732407798599e-07,Normal
9663:bc16:b7c1:5b64:27ac:6a4a:3774:fc47,1,3006.0,14.0,3.3708663859939624e-07,Normal
9665:9eb:b5e9:dce0:111d:1f6e:c108:7c03,1,3894.0,15.0,1.2364451768023682e-07,Normal
9670:7f0a:8151:370b:46:c19f:afef:5112,1,11498.0,18.0,8.566390623246267e-06,Anomaly
967:5d42:79d4:e97:d882:e687:3dd0:3118,1,3331.0,19.0,2.7344664324255715e-07,Normal
9695:584:760f:c4c8:c400:a92f:e220:cda5,1,2854.0,13.0,2.983607698438448e-07,Normal
9697:679f:e139:8bd2:f05f:d1b3:b8db:ab6a,1,2754.0,18.0,6.146620355605075e-07,Normal
9698:6921:bf76:9c6c:232b:be41:a4e9:1831,1,5907.0,20.0,7.885920497893413e-07,Normal
969b:f00a:dae4:aa10:f87:565:6f1e:4729,1,3051.0,16.0,2.810718081372331e-07,Normal
969c:52a8:8ecb:135f:400f:dd9e:d213:984,1,4093.0,16.0,3.6580349877482073e-07,Normal
